origin_port,origin_name,destination_port,destination_name,carrier,vessel_name,departure_date,scheduled_arrival,actual_arrival,scheduled_days,actual_days,delay_days,year,month,on_time,id
TWTXG,Taichung,USLGB,Long Beach,Evergreen Marine,Yang Ming Fortune,2022-08-14,2022-08-28,2022-08-28,14,14,0,2022,8,True,647
TWTXG,Taichung,USLGB,Long Beach,ONE (Ocean Network Express),Ever Crown,2022-08-16,2022-08-30,2022-08-30,14,14,0,2022,8,True,648
TWTXG,Taichung,USOAK,Oakland,HMM,Ever Fortune,2022-08-16,2022-08-30,2022-08-30,14,14,0,2022,8,True,649
TWTPE,Taipei (Keelung),USLAX,Los Angeles,Evergreen Marine,COSCO Glory,2022-08-15,2022-08-30,2022-08-30,15,15.5,0.5,2022,8,True,650
TWKHH,Kaohsiung,USSEA,Seattle,Wan Hai Lines,MSC Unity,2022-08-18,2022-08-30,2022-09-01,12,14.7,2.7,2022,8,False,651
TWKHH,Kaohsiung,USLAX,Los Angeles,Wan Hai Lines,COSCO Ace,2022-08-13,2022-08-27,2022-08-28,14,15.1,1.1,2022,8,False,652
TWKHH,Kaohsiung,USSEA,Seattle,Evergreen Marine,Yang Ming Star,2022-08-17,2022-08-29,2022-08-29,12,12,0,2022,8,True,653
TWTXG,Taichung,USLGB,Long Beach,Wan Hai Lines,MSC Fortune,2022-08-13,2022-08-27,2022-08-27,14,14,0,2022,8,True,654
TWTPE,Taipei (Keelung),USLAX,Los Angeles,Wan Hai Lines,ONE Unity,2022-08-16,2022-08-31,2022-09-05,15,20.7,5.7,2022,8,False,655
TWKHH,Kaohsiung,USLAX,Los Angeles,HMM,Maersk Crown,2022-08-13,2022-08-27,2022-08-27,14,14,0,2022,8,True,656
TWTXG,Taichung,USLGB,Long Beach,COSCO Shipping,COSCO Excellence,2022-08-13,2022-08-27,2022-08-27,14,14,0,2022,8,True,657
TWTXG,Taichung,USSEA,Seattle,Yang Ming,MSC Unity,2022-08-15,2022-08-29,2022-08-29,14,14,0,2022,8,True,658
TWTXG,Taichung,USLGB,Long Beach,COSCO Shipping,ONE Fortune,2022-08-15,2022-08-29,2022-08-29,14,14,0,2022,8,True,659
TWTXG,Taichung,USLGB,Long Beach,Yang Ming,Ever Leader,2022-08-15,2022-08-29,2022-08-29,14,14,0,2022,8,True,660
TWTPE,Taipei (Keelung),USLGB,Long Beach,HMM,Yang Ming Pioneer,2022-08-21,2022-09-05,2022-09-05,15,15,0,2022,8,True,661
TWTPE,Taipei (Keelung),USLGB,Long Beach,COSCO Shipping,MSC Excellence,2022-08-23,2022-09-07,2022-09-07,15,15,0,2022,8,True,662
TWTPE,Taipei (Keelung),USLGB,Long Beach,Wan Hai Lines,Ever Star,2022-08-22,2022-09-06,2022-09-06,15,15,0,2022,8,True,663
TWTXG,Taichung,USLAX,Los Angeles,Wan Hai Lines,Ever Pearl,2022-08-22,2022-09-05,2022-09-05,14,14,0,2022,8,True,664
TWTPE,Taipei (Keelung),USSEA,Seattle,Wan Hai Lines,ONE Excellence,2022-08-23,2022-09-06,2022-09-06,14,14,0,2022,8,True,665
TWKHH,Kaohsiung,USOAK,Oakland,Wan Hai Lines,ONE Crown,2022-08-24,2022-09-06,2022-09-06,13,13,0,2022,8,True,666
TWTXG,Taichung,USLGB,Long Beach,COSCO Shipping,Ever Pioneer,2022-08-24,2022-09-07,2022-09-07,14,14,0,2022,8,True,667
TWTXG,Taichung,USSEA,Seattle,COSCO Shipping,Maersk Progress,2022-08-26,2022-09-09,2022-09-10,14,15.8,1.8,2022,8,False,668
TWTPE,Taipei (Keelung),USOAK,Oakland,ONE (Ocean Network Express),MSC Pearl,2022-08-20,2022-09-03,2022-09-03,14,14,0,2022,8,True,669
TWKHH,Kaohsiung,USLGB,Long Beach,ONE (Ocean Network Express),Maersk Champion,2022-08-22,2022-09-05,2022-09-06,14,15.0,1.0,2022,8,False,670
TWTXG,Taichung,USLGB,Long Beach,Evergreen Marine,COSCO Fortune,2022-08-24,2022-09-07,2022-09-08,14,15.3,1.3,2022,8,False,671
TWKHH,Kaohsiung,USSEA,Seattle,Evergreen Marine,COSCO Success,2022-08-25,2022-09-06,2022-09-06,12,12,0,2022,8,True,672
TWTPE,Taipei (Keelung),USSEA,Seattle,Yang Ming,COSCO Progress,2022-08-26,2022-09-09,2022-09-09,14,14,0,2022,8,True,673
TWKHH,Kaohsiung,USLAX,Los Angeles,Evergreen Marine,MSC Star,2022-08-24,2022-09-07,2022-09-07,14,14,0,2022,8,True,674
TWTPE,Taipei (Keelung),USLGB,Long Beach,MSC,Wan Hai Champion,2022-08-21,2022-09-05,2022-09-05,15,15,0,2022,8,True,675
TWTXG,Taichung,USLAX,Los Angeles,HMM,MSC Leader,2022-08-20,2022-09-03,2022-09-03,14,14,0,2022,8,True,676
TWKHH,Kaohsiung,USSEA,Seattle,Evergreen Marine,COSCO Progress,2022-08-26,2022-09-07,2022-09-07,12,12,0,2022,8,True,677
TWKHH,Kaohsiung,USSEA,Seattle,MSC,MSC Progress,2022-08-21,2022-09-02,2022-09-04,12,14.4,2.4,2022,8,False,678
TWTXG,Taichung,USLAX,Los Angeles,Yang Ming,COSCO Diamond,2022-08-26,2022-09-09,2022-09-09,14,14.8,0.8,2022,8,True,679
TWTXG,Taichung,USOAK,Oakland,Evergreen Marine,Wan Hai Pioneer,2022-08-24,2022-09-07,2022-09-08,14,15.3,1.3,2022,8,False,680
TWTPE,Taipei (Keelung),USOAK,Oakland,Wan Hai Lines,ONE Leader,2022-08-31,2022-09-14,2022-09-14,14,14.5,0.5,2022,8,True,681
TWKHH,Kaohsiung,USOAK,Oakland,HMM,Wan Hai Leader,2022-08-28,2022-09-10,2022-09-10,13,13,0,2022,8,True,682
TWKHH,Kaohsiung,USLGB,Long Beach,Maersk Line,COSCO Triumph,2022-08-29,2022-09-12,2022-09-12,14,14,0,2022,8,True,683
TWTXG,Taichung,USLGB,Long Beach,Maersk Line,Yang Ming Triumph,2022-09-01,2022-09-15,2022-09-15,14,14.3,0.3,2022,9,True,684
TWTXG,Taichung,USLGB,Long Beach,COSCO Shipping,Ever Fortune,2022-08-28,2022-09-11,2022-09-11,14,14,0,2022,8,True,685
TWTPE,Taipei (Keelung),USLGB,Long Beach,Maersk Line,Wan Hai Triumph,2022-08-30,2022-09-14,2022-09-14,15,15.5,0.5,2022,8,True,686
TWKHH,Kaohsiung,USLAX,Los Angeles,MSC,Wan Hai Triumph,2022-09-01,2022-09-15,2022-09-15,14,14,0,2022,9,True,687
TWTPE,Taipei (Keelung),USSEA,Seattle,Wan Hai Lines,Maersk Leader,2022-08-31,2022-09-14,2022-09-14,14,14,0,2022,8,True,688
TWKHH,Kaohsiung,USLAX,Los Angeles,HMM,ONE Triumph,2022-08-30,2022-09-13,2022-09-13,14,14.5,0.5,2022,8,True,689
TWTPE,Taipei (Keelung),USOAK,Oakland,Evergreen Marine,MSC Success,2022-08-28,2022-09-11,2022-09-11,14,14.2,0.2,2022,8,True,690
TWTXG,Taichung,USOAK,Oakland,Maersk Line,COSCO Diamond,2022-09-01,2022-09-15,2022-09-15,14,14,0,2022,9,True,691
TWTPE,Taipei (Keelung),USLGB,Long Beach,HMM,Wan Hai Star,2022-09-02,2022-09-17,2022-09-18,15,16.3,1.3,2022,9,False,692
TWKHH,Kaohsiung,USSEA,Seattle,Wan Hai Lines,MSC Success,2022-08-27,2022-09-08,2022-09-08,12,12,0,2022,8,True,693
TWKHH,Kaohsiung,USOAK,Oakland,ONE (Ocean Network Express),Maersk Pearl,2022-08-27,2022-09-09,2022-09-09,13,13.4,0.4,2022,8,True,694
TWKHH,Kaohsiung,USSEA,Seattle,Yang Ming,Wan Hai Fortune,2022-08-29,2022-09-10,2022-09-10,12,12.4,0.4,2022,8,True,695
TWTXG,Taichung,USLGB,Long Beach,COSCO Shipping,ONE Diamond,2022-08-31,2022-09-14,2022-09-14,14,14,0,2022,8,True,696
TWTPE,Taipei (Keelung),USLGB,Long Beach,Yang Ming,Maersk Pearl,2022-08-27,2022-09-11,2022-09-11,15,15.1,0.1,2022,8,True,697
TWTPE,Taipei (Keelung),USLAX,Los Angeles,ONE (Ocean Network Express),Yang Ming Progress,2022-08-31,2022-09-15,2022-09-15,15,15,0,2022,8,True,698
TWTPE,Taipei (Keelung),USLAX,Los Angeles,MSC,COSCO Triumph,2022-09-01,2022-09-16,2022-09-16,15,15.9,0.9,2022,9,True,699
TWTXG,Taichung,USSEA,Seattle,ONE (Ocean Network Express),Wan Hai Fortune,2022-08-29,2022-09-12,2022-09-12,14,14,0,2022,8,True,700
TWKHH,Kaohsiung,USLGB,Long Beach,MSC,ONE Excellence,2022-09-07,2022-09-21,2022-09-21,14,14,0,2022,9,True,701
TWTXG,Taichung,USOAK,Oakland,MSC,Ever Success,2022-09-05,2022-09-19,2022-09-20,14,15.1,1.1,2022,9,False,702
TWTXG,Taichung,USOAK,Oakland,Wan Hai Lines,Ever Triumph,2022-09-09,2022-09-23,2022-09-23,14,14,0,2022,9,True,703
TWTXG,Taichung,USOAK,Oakland,HMM,COSCO Excellence,2022-09-05,2022-09-19,2022-09-19,14,14,0,2022,9,True,704
TWKHH,Kaohsiung,USLAX,Los Angeles,Wan Hai Lines,Maersk Champion,2022-09-04,2022-09-18,2022-09-18,14,14,0,2022,9,True,705
TWKHH,Kaohsiung,USLAX,Los Angeles,HMM,Ever Glory,2022-09-06,2022-09-20,2022-09-20,14,14.5,0.5,2022,9,True,706
TWKHH,Kaohsiung,USLAX,Los Angeles,MSC,Wan Hai Star,2022-09-06,2022-09-20,2022-09-20,14,14,0,2022,9,True,707
TWTPE,Taipei (Keelung),USLGB,Long Beach,HMM,Maersk Success,2022-09-09,2022-09-24,2022-09-26,15,17.7,2.7,2022,9,False,708
TWTPE,Taipei (Keelung),USLGB,Long Beach,Maersk Line,Ever Star,2022-09-08,2022-09-23,2022-09-23,15,15,0,2022,9,True,709
TWKHH,Kaohsiung,USLGB,Long Beach,Wan Hai Lines,MSC Champion,2022-09-04,2022-09-18,2022-09-20,14,16.5,2.5,2022,9,False,710
TWTPE,Taipei (Keelung),USLGB,Long Beach,Wan Hai Lines,Ever Pioneer,2022-09-04,2022-09-19,2022-09-19,15,15.1,0.1,2022,9,True,711
TWTXG,Taichung,USLAX,Los Angeles,Evergreen Marine,ONE Progress,2022-09-03,2022-09-17,2022-09-17,14,14,0,2022,9,True,712
TWTPE,Taipei (Keelung),USLAX,Los Angeles,Yang Ming,Ever Crown,2022-09-04,2022-09-19,2022-09-19,15,15,0,2022,9,True,713
TWTXG,Taichung,USLAX,Los Angeles,Yang Ming,Wan Hai Fortune,2022-09-06,2022-09-20,2022-09-20,14,14.3,0.3,2022,9,True,714
TWKHH,Kaohsiung,USOAK,Oakland,Evergreen Marine,ONE Glory,2022-09-08,2022-09-21,2022-09-21,13,13,0,2022,9,True,715
TWKHH,Kaohsiung,USLGB,Long Beach,COSCO Shipping,Yang Ming Ace,2022-09-07,2022-09-21,2022-09-22,14,15.2,1.2,2022,9,False,716
TWTPE,Taipei (Keelung),USLAX,Los Angeles,Wan Hai Lines,ONE Star,2022-09-03,2022-09-18,2022-09-18,15,15,0,2022,9,True,717
TWTPE,Taipei (Keelung),USOAK,Oakland,Wan Hai Lines,ONE Success,2022-09-05,2022-09-19,2022-09-19,14,14.0,0.0,2022,9,True,718
TWTXG,Taichung,USLGB,Long Beach,Yang Ming,Ever Pearl,2022-09-07,2022-09-21,2022-09-21,14,14,0,2022,9,True,719
TWTXG,Taichung,USLAX,Los Angeles,COSCO Shipping,MSC Champion,2022-09-07,2022-09-21,2022-09-21,14,14,0,2022,9,True,720
TWKHH,Kaohsiung,USLGB,Long Beach,MSC,Yang Ming Leader,2022-09-13,2022-09-27,2022-09-27,14,14.2,0.2,2022,9,True,721
TWTXG,Taichung,USLAX,Los Angeles,Yang Ming,MSC Crown,2022-09-16,2022-09-30,2022-09-30,14,14,0,2022,9,True,722
TWTXG,Taichung,USSEA,Seattle,HMM,Yang Ming Leader,2022-09-16,2022-09-30,2022-09-30,14,14,0,2022,9,True,723
TWTXG,Taichung,USSEA,Seattle,Maersk Line,Maersk Excellence,2022-09-13,2022-09-27,2022-09-27,14,14.6,0.6,2022,9,True,724
TWTXG,Taichung,USLAX,Los Angeles,Evergreen Marine,COSCO Diamond,2022-09-16,2022-09-30,2022-09-30,14,14.0,0.0,2022,9,True,725
TWKHH,Kaohsiung,USSEA,Seattle,MSC,ONE Pioneer,2022-09-13,2022-09-25,2022-09-25,12,12,0,2022,9,True,726
TWTPE,Taipei (Keelung),USSEA,Seattle,Evergreen Marine,Yang Ming Success,2022-09-10,2022-09-24,2022-09-24,14,14,0,2022,9,True,727
TWTXG,Taichung,USOAK,Oakland,Wan Hai Lines,COSCO Pioneer,2022-09-15,2022-09-29,2022-09-29,14,14.2,0.2,2022,9,True,728
TWKHH,Kaohsiung,USOAK,Oakland,ONE (Ocean Network Express),COSCO Crown,2022-09-15,2022-09-28,2022-09-28,13,13,0,2022,9,True,729
TWKHH,Kaohsiung,USSEA,Seattle,HMM,COSCO Success,2022-09-15,2022-09-27,2022-09-27,12,12,0,2022,9,True,730
TWKHH,Kaohsiung,USLAX,Los Angeles,Maersk Line,COSCO Unity,2022-09-13,2022-09-27,2022-09-27,14,14.1,0.1,2022,9,True,731
TWTPE,Taipei (Keelung),USOAK,Oakland,Maersk Line,Wan Hai Fortune,2022-09-16,2022-09-30,2022-09-30,14,14,0,2022,9,True,732
TWKHH,Kaohsiung,USLAX,Los Angeles,MSC,Wan Hai Crown,2022-09-11,2022-09-25,2022-09-25,14,14.3,0.3,2022,9,True,733
TWTXG,Taichung,USLAX,Los Angeles,MSC,COSCO Glory,2022-09-16,2022-09-30,2022-09-30,14,14,0,2022,9,True,734
TWTPE,Taipei (Keelung),USOAK,Oakland,ONE (Ocean Network Express),Wan Hai Fortune,2022-09-12,2022-09-26,2022-09-27,14,15.1,1.1,2022,9,False,735
TWTXG,Taichung,USLGB,Long Beach,COSCO Shipping,MSC Leader,2022-09-11,2022-09-25,2022-09-25,14,14.3,0.3,2022,9,True,736
TWTXG,Taichung,USLAX,Los Angeles,Yang Ming,ONE Leader,2022-09-15,2022-09-29,2022-09-29,14,14.1,0.1,2022,9,True,737
TWKHH,Kaohsiung,USOAK,Oakland,Evergreen Marine,Maersk Excellence,2022-09-11,2022-09-24,2022-09-24,13,14.0,1.0,2022,9,True,738
TWKHH,Kaohsiung,USSEA,Seattle,ONE (Ocean Network Express),Maersk Success,2022-09-15,2022-09-27,2022-09-29,12,14.4,2.4,2022,9,False,739
TWTPE,Taipei (Keelung),USOAK,Oakland,HMM,Maersk Fortune,2022-09-10,2022-09-24,2022-09-25,14,15.0,1.0,2022,9,False,740
TWTXG,Taichung,USLAX,Los Angeles,Wan Hai Lines,Wan Hai Triumph,2022-09-18,2022-10-02,2022-10-02,14,14,0,2022,9,True,741
TWKHH,Kaohsiung,USOAK,Oakland,Maersk Line,MSC Success,2022-09-23,2022-10-06,2022-10-06,13,13,0,2022,9,True,742
TWKHH,Kaohsiung,USLAX,Los Angeles,HMM,ONE Fortune,2022-09-22,2022-10-06,2022-10-06,14,14,0,2022,9,True,743
TWKHH,Kaohsiung,USLAX,Los Angeles,Maersk Line,ONE Glory,2022-09-19,2022-10-03,2022-10-03,14,14,0,2022,9,True,744
TWTPE,Taipei (Keelung),USOAK,Oakland,Yang Ming,COSCO Pearl,2022-09-22,2022-10-06,2022-10-06,14,14.4,0.4,2022,9,True,745
TWTXG,Taichung,USLGB,Long Beach,Yang Ming,Maersk Star,2022-09-18,2022-10-02,2022-10-02,14,14,0,2022,9,True,746
TWTXG,Taichung,USLAX,Los Angeles,Maersk Line,COSCO Diamond,2022-09-21,2022-10-05,2022-10-05,14,14.1,0.1,2022,9,True,747
TWKHH,Kaohsiung,USLGB,Long Beach,Yang Ming,ONE Crown,2022-09-21,2022-10-05,2022-10-05,14,14,0,2022,9,True,748
TWTPE,Taipei (Keelung),USOAK,Oakland,ONE (Ocean Network Express),ONE Star,2022-09-23,2022-10-07,2022-10-07,14,14,0,2022,9,True,749
TWTXG,Taichung,USLGB,Long Beach,COSCO Shipping,Yang Ming Glory,2022-09-20,2022-10-04,2022-10-04,14,14,0,2022,9,True,750
TWKHH,Kaohsiung,USLGB,Long Beach,HMM,COSCO Leader,2022-09-19,2022-10-03,2022-10-03,14,14,0,2022,9,True,751
TWTXG,Taichung,USLAX,Los Angeles,MSC,MSC Glory,2022-09-20,2022-10-04,2022-10-04,14,14,0,2022,9,True,752
TWTPE,Taipei (Keelung),USSEA,Seattle,COSCO Shipping,Wan Hai Diamond,2022-09-20,2022-10-04,2022-10-04,14,14,0,2022,9,True,753
TWKHH,Kaohsiung,USOAK,Oakland,MSC,ONE Leader,2022-09-20,2022-10-03,2022-10-04,13,14.1,1.1,2022,9,False,754
TWKHH,Kaohsiung,USLAX,Los Angeles,Evergreen Marine,MSC Diamond,2022-09-23,2022-10-07,2022-10-07,14,14,0,2022,9,True,755
TWTXG,Taichung,USLGB,Long Beach,ONE (Ocean Network Express),Wan Hai Ace,2022-09-19,2022-10-03,2022-10-09,14,20.5,6.5,2022,9,False,756
TWTXG,Taichung,USOAK,Oakland,Yang Ming,Maersk Pearl,2022-09-23,2022-10-07,2022-10-07,14,14.4,0.4,2022,9,True,757
TWKHH,Kaohsiung,USSEA,Seattle,Evergreen Marine,COSCO Diamond,2022-09-20,2022-10-02,2022-10-02,12,12.1,0.1,2022,9,True,758
TWTPE,Taipei (Keelung),USOAK,Oakland,COSCO Shipping,Wan Hai Champion,2022-09-17,2022-10-01,2022-10-01,14,14,0,2022,9,True,759
TWKHH,Kaohsiung,USSEA,Seattle,MSC,ONE Crown,2022-09-22,2022-10-04,2022-10-04,12,12.6,0.6,2022,9,True,760
TWTXG,Taichung,USLGB,Long Beach,Wan Hai Lines,COSCO Crown,2022-09-27,2022-10-11,2022-10-11,14,14,0,2022,9,True,761
TWKHH,Kaohsiung,USLAX,Los Angeles,Maersk Line,Yang Ming Unity,2022-09-26,2022-10-10,2022-10-10,14,14.0,0.0,2022,9,True,762
TWTPE,Taipei (Keelung),USLGB,Long Beach,HMM,Ever Fortune,2022-09-26,2022-10-11,2022-10-17,15,21.1,6.1,2022,9,False,763
TWTPE,Taipei (Keelung),USLGB,Long Beach,MSC,MSC Pioneer,2022-09-30,2022-10-15,2022-10-15,15,15,0,2022,9,True,764
TWTXG,Taichung,USLGB,Long Beach,ONE (Ocean Network Express),MSC Pioneer,2022-09-29,2022-10-13,2022-10-14,14,15.3,1.3,2022,9,False,765
TWTXG,Taichung,USOAK,Oakland,Yang Ming,Maersk Fortune,2022-09-24,2022-10-08,2022-10-08,14,14,0,2022,9,True,766
TWKHH,Kaohsiung,USOAK,Oakland,HMM,Wan Hai Unity,2022-09-25,2022-10-08,2022-10-08,13,13,0,2022,9,True,767
TWTXG,Taichung,USLAX,Los Angeles,Maersk Line,Maersk Unity,2022-09-24,2022-10-08,2022-10-10,14,16.8,2.8,2022,9,False,768
TWTPE,Taipei (Keelung),USOAK,Oakland,MSC,Yang Ming Diamond,2022-09-27,2022-10-11,2022-10-11,14,14,0,2022,9,True,769
TWTXG,Taichung,USLAX,Los Angeles,Wan Hai Lines,Wan Hai Triumph,2022-09-28,2022-10-12,2022-10-14,14,16.9,2.9,2022,9,False,770
TWTXG,Taichung,USSEA,Seattle,HMM,Yang Ming Glory,2022-09-26,2022-10-10,2022-10-10,14,14.6,0.6,2022,9,True,771
TWTPE,Taipei (Keelung),USSEA,Seattle,Maersk Line,Ever Excellence,2022-09-25,2022-10-09,2022-10-09,14,14,0,2022,9,True,772
TWKHH,Kaohsiung,USLGB,Long Beach,Maersk Line,MSC Excellence,2022-09-27,2022-10-11,2022-10-11,14,14.5,0.5,2022,9,True,773
TWTPE,Taipei (Keelung),USOAK,Oakland,Maersk Line,Maersk Excellence,2022-09-26,2022-10-10,2022-10-10,14,15.0,1.0,2022,9,True,774
TWTPE,Taipei (Keelung),USLGB,Long Beach,HMM,ONE Triumph,2022-09-26,2022-10-11,2022-10-11,15,15.5,0.5,2022,9,True,775
TWTXG,Taichung,USSEA,Seattle,COSCO Shipping,Yang Ming Fortune,2022-09-24,2022-10-08,2022-10-08,14,14,0,2022,9,True,776
TWKHH,Kaohsiung,USLGB,Long Beach,HMM,Wan Hai Triumph,2022-09-24,2022-10-08,2022-10-08,14,14,0,2022,9,True,777
TWTXG,Taichung,USSEA,Seattle,Yang Ming,COSCO Fortune,2022-09-27,2022-10-11,2022-10-11,14,14,0,2022,9,True,778
TWTPE,Taipei (Keelung),USOAK,Oakland,HMM,COSCO Progress,2022-09-29,2022-10-13,2022-10-13,14,14,0,2022,9,True,779
TWKHH,Kaohsiung,USLGB,Long Beach,MSC,Ever Champion,2022-09-24,2022-10-08,2022-10-08,14,14.5,0.5,2022,9,True,780
TWTPE,Taipei (Keelung),USLAX,Los Angeles,HMM,COSCO Glory,2022-10-03,2022-10-18,2022-10-18,15,15.1,0.1,2022,10,True,781
TWTPE,Taipei (Keelung),USOAK,Oakland,Wan Hai Lines,MSC Diamond,2022-10-02,2022-10-16,2022-10-16,14,14,0,2022,10,True,782
TWTPE,Taipei (Keelung),USLGB,Long Beach,ONE (Ocean Network Express),Wan Hai Unity,2022-10-05,2022-10-20,2022-10-20,15,15.3,0.3,2022,10,True,783
TWKHH,Kaohsiung,USLAX,Los Angeles,Yang Ming,Maersk Pioneer,2022-10-01,2022-10-15,2022-10-15,14,14.6,0.6,2022,10,True,784
TWTPE,Taipei (Keelung),USLAX,Los Angeles,Maersk Line,Wan Hai Leader,2022-10-04,2022-10-19,2022-10-19,15,15.5,0.5,2022,10,True,785
TWTXG,Taichung,USLAX,Los Angeles,Evergreen Marine,Ever Star,2022-10-07,2022-10-21,2022-10-22,14,15.3,1.3,2022,10,False,786
TWTXG,Taichung,USSEA,Seattle,Wan Hai Lines,ONE Pioneer,2022-10-02,2022-10-16,2022-10-16,14,14.9,0.9,2022,10,True,787
TWKHH,Kaohsiung,USLAX,Los Angeles,Maersk Line,Wan Hai Unity,2022-10-04,2022-10-18,2022-10-18,14,14.4,0.4,2022,10,True,788
TWTXG,Taichung,USSEA,Seattle,HMM,Maersk Crown,2022-10-07,2022-10-21,2022-10-21,14,14,0,2022,10,True,789
TWTPE,Taipei (Keelung),USOAK,Oakland,Wan Hai Lines,Yang Ming Triumph,2022-10-07,2022-10-21,2022-10-21,14,14,0,2022,10,True,790
TWKHH,Kaohsiung,USOAK,Oakland,Yang Ming,COSCO Success,2022-10-07,2022-10-20,2022-10-20,13,13.4,0.4,2022,10,True,791
TWKHH,Kaohsiung,USLAX,Los Angeles,Yang Ming,Ever Triumph,2022-10-04,2022-10-18,2022-10-18,14,14.1,0.1,2022,10,True,792
TWTXG,Taichung,USSEA,Seattle,ONE (Ocean Network Express),ONE Ace,2022-10-04,2022-10-18,2022-10-18,14,14.2,0.2,2022,10,True,793
TWTXG,Taichung,USSEA,Seattle,MSC,MSC Ace,2022-10-03,2022-10-17,2022-10-17,14,14,0,2022,10,True,794
TWTXG,Taichung,USSEA,Seattle,Maersk Line,Ever Triumph,2022-10-07,2022-10-21,2022-10-21,14,14,0,2022,10,True,795
TWKHH,Kaohsiung,USLAX,Los Angeles,Yang Ming,ONE Fortune,2022-10-02,2022-10-16,2022-10-17,14,15.3,1.3,2022,10,False,796
TWTXG,Taichung,USLGB,Long Beach,Evergreen Marine,Yang Ming Progress,2022-10-07,2022-10-21,2022-10-21,14,14,0,2022,10,True,797
TWTXG,Taichung,USLGB,Long Beach,COSCO Shipping,COSCO Pearl,2022-10-06,2022-10-20,2022-10-20,14,14.7,0.7,2022,10,True,798
TWTXG,Taichung,USLGB,Long Beach,Maersk Line,ONE Progress,2022-10-01,2022-10-15,2022-10-15,14,14,0,2022,10,True,799
TWKHH,Kaohsiung,USSEA,Seattle,Evergreen Marine,Ever Triumph,2022-10-04,2022-10-16,2022-10-16,12,12,0,2022,10,True,800
TWTPE,Taipei (Keelung),USOAK,Oakland,MSC,ONE Fortune,2022-10-10,2022-10-24,2022-10-25,14,15.1,1.1,2022,10,False,801
TWTXG,Taichung,USOAK,Oakland,Yang Ming,MSC Fortune,2022-10-09,2022-10-23,2022-10-23,14,14,0,2022,10,True,802
TWTPE,Taipei (Keelung),USSEA,Seattle,Yang Ming,Ever Crown,2022-10-14,2022-10-28,2022-10-28,14,14.0,0.0,2022,10,True,803
TWTXG,Taichung,USLAX,Los Angeles,Evergreen Marine,Maersk Glory,2022-10-14,2022-10-28,2022-10-28,14,14,0,2022,10,True,804
TWKHH,Kaohsiung,USLAX,Los Angeles,COSCO Shipping,Wan Hai Triumph,2022-10-14,2022-10-28,2022-10-28,14,14,0,2022,10,True,805
TWTXG,Taichung,USOAK,Oakland,HMM,ONE Success,2022-10-13,2022-10-27,2022-10-27,14,14,0,2022,10,True,806
TWTPE,Taipei (Keelung),USLAX,Los Angeles,MSC,Wan Hai Pearl,2022-10-09,2022-10-24,2022-10-24,15,15.2,0.2,2022,10,True,807
TWKHH,Kaohsiung,USLAX,Los Angeles,COSCO Shipping,COSCO Pioneer,2022-10-14,2022-10-28,2022-10-28,14,14,0,2022,10,True,808
TWKHH,Kaohsiung,USLGB,Long Beach,HMM,Wan Hai Leader,2022-10-14,2022-10-28,2022-10-29,14,15.7,1.7,2022,10,False,809
TWTXG,Taichung,USLGB,Long Beach,Maersk Line,Wan Hai Star,2022-10-08,2022-10-22,2022-10-22,14,14,0,2022,10,True,810
TWTPE,Taipei (Keelung),USOAK,Oakland,COSCO Shipping,Yang Ming Crown,2022-10-13,2022-10-27,2022-10-27,14,14,0,2022,10,True,811
TWTXG,Taichung,USSEA,Seattle,COSCO Shipping,Yang Ming Crown,2022-10-14,2022-10-28,2022-10-28,14,14,0,2022,10,True,812
TWTPE,Taipei (Keelung),USSEA,Seattle,HMM,ONE Success,2022-10-11,2022-10-25,2022-10-27,14,16.1,2.1,2022,10,False,813
TWTXG,Taichung,USOAK,Oakland,HMM,Yang Ming Crown,2022-10-08,2022-10-22,2022-10-22,14,14.1,0.1,2022,10,True,814
TWKHH,Kaohsiung,USLAX,Los Angeles,MSC,Wan Hai Pioneer,2022-10-08,2022-10-22,2022-10-23,14,15.2,1.2,2022,10,False,815
TWKHH,Kaohsiung,USSEA,Seattle,ONE (Ocean Network Express),ONE Fortune,2022-10-08,2022-10-20,2022-10-20,12,12,0,2022,10,True,816
TWTXG,Taichung,USLGB,Long Beach,Evergreen Marine,MSC Star,2022-10-12,2022-10-26,2022-10-26,14,14.2,0.2,2022,10,True,817
TWTXG,Taichung,USOAK,Oakland,ONE (Ocean Network Express),MSC Star,2022-10-11,2022-10-25,2022-10-25,14,15.0,1.0,2022,10,True,818
TWTXG,Taichung,USOAK,Oakland,MSC,Wan Hai Fortune,2022-10-13,2022-10-27,2022-10-27,14,14.0,0.0,2022,10,True,819
TWTPE,Taipei (Keelung),USLGB,Long Beach,ONE (Ocean Network Express),COSCO Ace,2022-10-13,2022-10-28,2022-10-29,15,16.3,1.3,2022,10,False,820
TWKHH,Kaohsiung,USLAX,Los Angeles,COSCO Shipping,COSCO Progress,2022-10-20,2022-11-03,2022-11-03,14,14,0,2022,10,True,821
TWKHH,Kaohsiung,USLGB,Long Beach,MSC,Ever Unity,2022-10-19,2022-11-02,2022-11-03,14,16.0,2.0,2022,10,False,822
TWTPE,Taipei (Keelung),USLAX,Los Angeles,MSC,Maersk Leader,2022-10-15,2022-10-30,2022-11-04,15,20.1,5.1,2022,10,False,823
TWKHH,Kaohsiung,USLGB,Long Beach,MSC,Wan Hai Excellence,2022-10-15,2022-10-29,2022-10-29,14,14,0,2022,10,True,824
