port_code,port_name,date,berth_utilization,wait_time_hours,vessels_waiting,congestion_level
USOAK,Oakland,2022-12-31,0.731,24.2,34,medium
USSEA,Seattle,2022-12-31,0.616,12.6,26,low
USLAX,Los Angeles,2023-01-01,0.691,22.9,28,low
USLGB,Long Beach,2023-01-01,0.796,30.4,38,medium
USOAK,Oakland,2023-01-01,0.528,2.2,23,low
USSEA,Seattle,2023-01-01,0.519,2.1,23,low
USLAX,Los Angeles,2023-01-02,0.839,33.9,32,medium
USLGB,Long Beach,2023-01-02,0.631,12.0,20,low
USOAK,Oakland,2023-01-02,0.614,10.7,20,low
USSEA,Seattle,2023-01-02,0.585,8.3,27,low
USLAX,Los Angeles,2023-01-03,0.858,39.5,33,high
USLGB,Long Beach,2023-01-03,0.789,34.0,37,medium
USOAK,Oakland,2023-01-03,0.598,9.3,21,low
USSEA,Seattle,2023-01-03,0.535,3.7,22,low
USLAX,Los Angeles,2023-01-04,0.737,23.8,30,medium
USLGB,Long Beach,2023-01-04,0.661,13.4,25,low
USOAK,Oakland,2023-01-04,0.591,10.5,28,low
USSEA,Seattle,2023-01-04,0.475,0,15,low
USLAX,Los Angeles,2023-01-05,0.815,34.1,33,medium
USLGB,Long Beach,2023-01-05,0.627,10.7,23,low
USOAK,Oakland,2023-01-05,0.613,12.9,21,low
USSEA,Seattle,2023-01-05,0.612,11.9,22,low
USLAX,Los Angeles,2023-01-06,0.743,24.6,33,medium
USLGB,Long Beach,2023-01-06,0.618,10.3,20,low
USOAK,Oakland,2023-01-06,0.683,17.5,26,low
USSEA,Seattle,2023-01-06,0.534,2.8,20,low
USLAX,Los Angeles,2023-01-07,0.839,34.0,38,medium
USLGB,Long Beach,2023-01-07,0.742,25.6,29,medium
USOAK,Oakland,2023-01-07,0.584,7.9,23,low
USSEA,Seattle,2023-01-07,0.554,6.0,18,low
USLAX,Los Angeles,2023-01-08,0.677,17.2,23,low
USLGB,Long Beach,2023-01-08,0.72,22.4,27,medium
USOAK,Oakland,2023-01-08,0.662,17.4,25,low
USSEA,Seattle,2023-01-08,0.514,1.5,24,low
USLAX,Los Angeles,2023-01-09,0.83,39.6,37,medium
USLGB,Long Beach,2023-01-09,0.617,12.4,25,low
USOAK,Oakland,2023-01-09,0.584,8.4,25,low
USSEA,Seattle,2023-01-09,0.62,10.1,24,low
USLAX,Los Angeles,2023-01-10,0.768,21.8,28,medium
USLGB,Long Beach,2023-01-10,0.683,16.3,26,low
USOAK,Oakland,2023-01-10,0.579,6.9,22,low
USSEA,Seattle,2023-01-10,0.488,0,22,low
USLAX,Los Angeles,2023-01-11,0.73,26.0,31,medium
USLGB,Long Beach,2023-01-11,0.751,20.1,28,medium
USOAK,Oakland,2023-01-11,0.55,4.6,25,low
USSEA,Seattle,2023-01-11,0.511,1.3,22,low
USLAX,Los Angeles,2023-01-12,0.731,20.7,33,medium
USLGB,Long Beach,2023-01-12,0.682,14.7,23,low
USOAK,Oakland,2023-01-12,0.577,8.7,26,low
USSEA,Seattle,2023-01-12,0.566,6.2,26,low
USLAX,Los Angeles,2023-01-13,0.861,32.4,40,high
USLGB,Long Beach,2023-01-13,0.635,14.3,28,low
USOAK,Oakland,2023-01-13,0.654,15.9,22,low
USSEA,Seattle,2023-01-13,0.572,8.6,19,low
USLAX,Los Angeles,2023-01-14,0.801,35.4,29,medium
USLGB,Long Beach,2023-01-14,0.696,23.2,26,low
USOAK,Oakland,2023-01-14,0.609,10.0,26,low
USSEA,Seattle,2023-01-14,0.549,5.0,21,low
USLAX,Los Angeles,2023-01-15,0.681,15.7,29,low
USLGB,Long Beach,2023-01-15,0.781,25.7,29,medium
USOAK,Oakland,2023-01-15,0.615,12.7,22,low
USSEA,Seattle,2023-01-15,0.599,11.6,23,low
USLAX,Los Angeles,2023-01-16,0.836,32.6,36,medium
USLGB,Long Beach,2023-01-16,0.766,27.9,31,medium
USOAK,Oakland,2023-01-16,0.587,9.0,22,low
USSEA,Seattle,2023-01-16,0.572,5.9,19,low
USLAX,Los Angeles,2023-01-17,0.645,14.6,26,low
USLGB,Long Beach,2023-01-17,0.657,17.7,27,low
USOAK,Oakland,2023-01-17,0.684,17.3,22,low
USSEA,Seattle,2023-01-17,0.497,0,22,low
USLAX,Los Angeles,2023-01-18,0.718,18.1,30,medium
USLGB,Long Beach,2023-01-18,0.673,19.2,22,low
USOAK,Oakland,2023-01-18,0.567,5.4,21,low
USSEA,Seattle,2023-01-18,0.544,5.0,25,low
USLAX,Los Angeles,2023-01-19,0.764,25.2,31,medium
USLGB,Long Beach,2023-01-19,0.706,17.3,25,medium
USOAK,Oakland,2023-01-19,0.619,13.8,28,low
USSEA,Seattle,2023-01-19,0.48,0,18,low
USLAX,Los Angeles,2023-01-20,0.808,28.5,29,medium
USLGB,Long Beach,2023-01-20,0.636,15.3,25,low
USOAK,Oakland,2023-01-20,0.688,18.2,23,low
USSEA,Seattle,2023-01-20,0.496,0,18,low
USLAX,Los Angeles,2023-01-21,0.651,12.2,23,low
USLGB,Long Beach,2023-01-21,0.767,23.4,25,medium
USOAK,Oakland,2023-01-21,0.548,4.9,22,low
USSEA,Seattle,2023-01-21,0.609,12.1,22,low
USLAX,Los Angeles,2023-01-22,0.74,20.6,29,medium
USLGB,Long Beach,2023-01-22,0.787,25.5,29,medium
USOAK,Oakland,2023-01-22,0.686,21.3,27,low
USSEA,Seattle,2023-01-22,0.596,8.4,21,low
USLAX,Los Angeles,2023-01-23,0.674,16.1,30,low
USLGB,Long Beach,2023-01-23,0.731,19.9,33,medium
USOAK,Oakland,2023-01-23,0.644,12.9,29,low
USSEA,Seattle,2023-01-23,0.498,0,21,low
USLAX,Los Angeles,2023-01-24,0.739,21.7,34,medium
USLGB,Long Beach,2023-01-24,0.613,11.0,21,low
USOAK,Oakland,2023-01-24,0.6,10.1,19,low
USSEA,Seattle,2023-01-24,0.512,1.0,21,low
USLAX,Los Angeles,2023-01-25,0.802,29.3,29,medium
USLGB,Long Beach,2023-01-25,0.68,18.6,27,low
USOAK,Oakland,2023-01-25,0.599,9.6,25,low
USSEA,Seattle,2023-01-25,0.574,8.8,20,low
USLAX,Los Angeles,2023-01-26,0.649,12.2,23,low
USLGB,Long Beach,2023-01-26,0.609,9.1,21,low
USOAK,Oakland,2023-01-26,0.622,13.2,23,low
USSEA,Seattle,2023-01-26,0.484,0,22,low
USLAX,Los Angeles,2023-01-27,0.698,17.5,31,low
USLGB,Long Beach,2023-01-27,0.668,15.4,27,low
USOAK,Oakland,2023-01-27,0.642,11.9,25,low
USSEA,Seattle,2023-01-27,0.583,8.2,21,low
USLAX,Los Angeles,2023-01-28,0.846,29.7,36,medium
USLGB,Long Beach,2023-01-28,0.705,18.8,28,medium
USOAK,Oakland,2023-01-28,0.539,3.9,17,low
USSEA,Seattle,2023-01-28,0.516,1.6,18,low
USLAX,Los Angeles,2023-01-29,0.823,27.5,32,medium
USLGB,Long Beach,2023-01-29,0.596,9.0,27,low
USOAK,Oakland,2023-01-29,0.519,1.6,23,low
USSEA,Seattle,2023-01-29,0.597,9.7,28,low
USLAX,Los Angeles,2023-01-30,0.764,31.2,33,medium
USLGB,Long Beach,2023-01-30,0.625,13.7,24,low
USOAK,Oakland,2023-01-30,0.675,16.1,21,low
USSEA,Seattle,2023-01-30,0.621,10.9,26,low
USLAX,Los Angeles,2023-01-31,0.724,21.5,33,medium
USLGB,Long Beach,2023-01-31,0.783,33.0,32,medium
USOAK,Oakland,2023-01-31,0.541,4.0,24,low
USSEA,Seattle,2023-01-31,0.6,8.6,26,low
USLAX,Los Angeles,2023-02-01,0.624,12.0,21,low
USLGB,Long Beach,2023-02-01,0.593,8.6,27,low
USOAK,Oakland,2023-02-01,0.534,2.9,23,low
USSEA,Seattle,2023-02-01,0.545,3.7,22,low
USLAX,Los Angeles,2023-02-02,0.714,21.5,30,medium
USLGB,Long Beach,2023-02-02,0.603,9.7,23,low
USOAK,Oakland,2023-02-02,0.615,11.3,28,low
USSEA,Seattle,2023-02-02,0.425,0,14,low
USLAX,Los Angeles,2023-02-03,0.602,11.9,26,low
USLGB,Long Beach,2023-02-03,0.645,13.8,27,low
USOAK,Oakland,2023-02-03,0.605,12.1,19,low
USSEA,Seattle,2023-02-03,0.546,3.9,23,low
USLAX,Los Angeles,2023-02-04,0.752,24.8,24,medium
USLGB,Long Beach,2023-02-04,0.565,6.5,25,low
USOAK,Oakland,2023-02-04,0.493,0,19,low
USSEA,Seattle,2023-02-04,0.497,0,17,low
USLAX,Los Angeles,2023-02-05,0.707,21.2,27,medium
USLGB,Long Beach,2023-02-05,0.698,16.9,31,low
USOAK,Oakland,2023-02-05,0.566,7.7,18,low
USSEA,Seattle,2023-02-05,0.545,4.5,25,low
USLAX,Los Angeles,2023-02-06,0.696,17.1,30,low
USLGB,Long Beach,2023-02-06,0.631,14.0,22,low
USOAK,Oakland,2023-02-06,0.572,7.5,23,low
USSEA,Seattle,2023-02-06,0.508,0.9,16,low
USLAX,Los Angeles,2023-02-07,0.58,8.7,20,low
USLGB,Long Beach,2023-02-07,0.661,16.1,28,low
USOAK,Oakland,2023-02-07,0.511,1.0,22,low
USSEA,Seattle,2023-02-07,0.557,6.4,18,low
USLAX,Los Angeles,2023-02-08,0.752,27.5,28,medium
USLGB,Long Beach,2023-02-08,0.719,25.7,23,medium
USOAK,Oakland,2023-02-08,0.5,0,21,low
USSEA,Seattle,2023-02-08,0.486,0,20,low
USLAX,Los Angeles,2023-02-09,0.58,6.9,19,low
USLGB,Long Beach,2023-02-09,0.62,10.3,26,low
USOAK,Oakland,2023-02-09,0.549,4.3,21,low
USSEA,Seattle,2023-02-09,0.522,1.9,22,low
USLAX,Los Angeles,2023-02-10,0.662,16.3,29,low
USLGB,Long Beach,2023-02-10,0.552,4.2,26,low
USOAK,Oakland,2023-02-10,0.475,0,16,low
USSEA,Seattle,2023-02-10,0.422,0,17,low
USLAX,Los Angeles,2023-02-11,0.661,15.6,22,low
USLGB,Long Beach,2023-02-11,0.618,13.7,29,low
USOAK,Oakland,2023-02-11,0.519,1.6,20,low
USSEA,Seattle,2023-02-11,0.429,0,17,low
USLAX,Los Angeles,2023-02-12,0.62,13.2,28,low
USLGB,Long Beach,2023-02-12,0.685,19.0,32,low
USOAK,Oakland,2023-02-12,0.461,0,20,low
USSEA,Seattle,2023-02-12,0.432,0,15,low
USLAX,Los Angeles,2023-02-13,0.583,7.8,24,low
USLGB,Long Beach,2023-02-13,0.582,7.5,24,low
USOAK,Oakland,2023-02-13,0.537,3.1,17,low
USSEA,Seattle,2023-02-13,0.458,0,18,low
USLAX,Los Angeles,2023-02-14,0.723,21.0,33,medium
USLGB,Long Beach,2023-02-14,0.577,8.4,27,low
USOAK,Oakland,2023-02-14,0.585,7.8,24,low
USSEA,Seattle,2023-02-14,0.499,0,21,low
USLAX,Los Angeles,2023-02-15,0.676,14.4,31,low
USLGB,Long Beach,2023-02-15,0.669,17.7,24,low
USOAK,Oakland,2023-02-15,0.492,0,23,low
USSEA,Seattle,2023-02-15,0.455,0,16,low
USLAX,Los Angeles,2023-02-16,0.649,16.8,22,low
USLGB,Long Beach,2023-02-16,0.72,23.8,30,medium
USOAK,Oakland,2023-02-16,0.533,2.7,21,low
USSEA,Seattle,2023-02-16,0.426,0,16,low
USLAX,Los Angeles,2023-02-17,0.741,20.1,27,medium
USLGB,Long Beach,2023-02-17,0.651,15.0,29,low
USOAK,Oakland,2023-02-17,0.521,1.7,18,low
USSEA,Seattle,2023-02-17,0.448,0,14,low
USLAX,Los Angeles,2023-02-18,0.711,24.1,26,medium
USLGB,Long Beach,2023-02-18,0.671,17.8,25,low
USOAK,Oakland,2023-02-18,0.472,0,18,low
USSEA,Seattle,2023-02-18,0.456,0,17,low
USLAX,Los Angeles,2023-02-19,0.74,23.2,31,medium
USLGB,Long Beach,2023-02-19,0.701,17.2,26,medium
USOAK,Oakland,2023-02-19,0.587,8.1,22,low
USSEA,Seattle,2023-02-19,0.518,1.7,24,low
USLAX,Los Angeles,2023-02-20,0.7,17.3,22,low
USLGB,Long Beach,2023-02-20,0.711,24.6,23,medium
USOAK,Oakland,2023-02-20,0.558,6.5,22,low
USSEA,Seattle,2023-02-20,0.537,3.7,22,low
USLAX,Los Angeles,2023-02-21,0.643,12.7,29,low
USLGB,Long Beach,2023-02-21,0.542,4.5,20,low
USOAK,Oakland,2023-02-21,0.621,10.0,20,low
USSEA,Seattle,2023-02-21,0.56,5.3,22,low
USLAX,Los Angeles,2023-02-22,0.69,19.4,26,low
USLGB,Long Beach,2023-02-22,0.674,19.8,27,low
USOAK,Oakland,2023-02-22,0.467,0,18,low
USSEA,Seattle,2023-02-22,0.486,0,22,low
USLAX,Los Angeles,2023-02-23,0.633,11.9,22,low
USLGB,Long Beach,2023-02-23,0.681,17.1,26,low
USOAK,Oakland,2023-02-23,0.58,6.8,20,low
USSEA,Seattle,2023-02-23,0.53,3.4,20,low
USLAX,Los Angeles,2023-02-24,0.645,14.5,30,low
USLGB,Long Beach,2023-02-24,0.659,16.6,25,low
USOAK,Oakland,2023-02-24,0.527,2.8,23,low
USSEA,Seattle,2023-02-24,0.439,0,19,low
USLAX,Los Angeles,2023-02-25,0.753,23.2,35,medium
USLGB,Long Beach,2023-02-25,0.722,24.5,33,medium
USOAK,Oakland,2023-02-25,0.567,5.7,20,low
USSEA,Seattle,2023-02-25,0.545,5.0,17,low
USLAX,Los Angeles,2023-02-26,0.757,30.4,30,medium
USLGB,Long Beach,2023-02-26,0.687,15.0,31,low
USOAK,Oakland,2023-02-26,0.463,0,21,low
USSEA,Seattle,2023-02-26,0.506,0.6,20,low
USLAX,Los Angeles,2023-02-27,0.742,22.2,25,medium
USLGB,Long Beach,2023-02-27,0.669,19.2,26,low
USOAK,Oakland,2023-02-27,0.529,2.6,24,low
USSEA,Seattle,2023-02-27,0.568,7.5,19,low
USLAX,Los Angeles,2023-02-28,0.645,12.1,28,low
USLGB,Long Beach,2023-02-28,0.673,16.1,26,low
USOAK,Oakland,2023-02-28,0.504,0.4,20,low
USSEA,Seattle,2023-02-28,0.536,3.9,19,low
USLAX,Los Angeles,2023-03-01,0.846,33.6,39,medium
USLGB,Long Beach,2023-03-01,0.762,24.3,34,medium
USOAK,Oakland,2023-03-01,0.629,14.8,20,low
USSEA,Seattle,2023-03-01,0.572,5.8,19,low
USLAX,Los Angeles,2023-03-02,0.722,26.2,30,medium
USLGB,Long Beach,2023-03-02,0.651,13.0,29,low
USOAK,Oakland,2023-03-02,0.642,13.0,22,low
USSEA,Seattle,2023-03-02,0.612,13.2,27,low
USLAX,Los Angeles,2023-03-03,0.806,24.5,26,medium
USLGB,Long Beach,2023-03-03,0.712,18.7,24,medium
USOAK,Oakland,2023-03-03,0.585,7.7,22,low
USSEA,Seattle,2023-03-03,0.564,6.7,22,low
USLAX,Los Angeles,2023-03-04,0.647,13.4,20,low
USLGB,Long Beach,2023-03-04,0.728,24.5,23,medium
USOAK,Oakland,2023-03-04,0.645,16.3,24,low
USSEA,Seattle,2023-03-04,0.534,3.8,24,low
USLAX,Los Angeles,2023-03-05,0.831,27.5,33,medium
USLGB,Long Beach,2023-03-05,0.743,26.5,24,medium
USOAK,Oakland,2023-03-05,0.644,14.6,30,low
USSEA,Seattle,2023-03-05,0.483,0,18,low
USLAX,Los Angeles,2023-03-06,0.825,37.1,36,medium
USLGB,Long Beach,2023-03-06,0.684,20.2,25,low
USOAK,Oakland,2023-03-06,0.593,7.8,28,low
USSEA,Seattle,2023-03-06,0.563,5.9,21,low
USLAX,Los Angeles,2023-03-07,0.688,18.0,25,low
USLGB,Long Beach,2023-03-07,0.655,16.7,26,low
USOAK,Oakland,2023-03-07,0.579,9.4,25,low
USSEA,Seattle,2023-03-07,0.624,13.8,27,low
USLAX,Los Angeles,2023-03-08,0.739,24.7,23,medium
USLGB,Long Beach,2023-03-08,0.757,25.2,29,medium
USOAK,Oakland,2023-03-08,0.53,2.7,18,low
USSEA,Seattle,2023-03-08,0.571,6.0,23,low
USLAX,Los Angeles,2023-03-09,0.684,21.7,28,low
USLGB,Long Beach,2023-03-09,0.613,10.8,27,low
USOAK,Oakland,2023-03-09,0.604,11.8,26,low
USSEA,Seattle,2023-03-09,0.477,0,18,low
USLAX,Los Angeles,2023-03-10,0.804,34.5,26,medium
USLGB,Long Beach,2023-03-10,0.74,24.9,33,medium
USOAK,Oakland,2023-03-10,0.558,5.1,22,low
USSEA,Seattle,2023-03-10,0.548,4.8,25,low
USLAX,Los Angeles,2023-03-11,0.666,16.7,28,low
USLGB,Long Beach,2023-03-11,0.675,18.1,30,low
USOAK,Oakland,2023-03-11,0.619,14.1,27,low
USSEA,Seattle,2023-03-11,0.569,8.0,20,low
USLAX,Los Angeles,2023-03-12,0.638,12.3,22,low
USLGB,Long Beach,2023-03-12,0.79,30.4,27,medium
USOAK,Oakland,2023-03-12,0.596,7.6,19,low
USSEA,Seattle,2023-03-12,0.628,10.9,28,low
USLAX,Los Angeles,2023-03-13,0.733,23.1,27,medium
USLGB,Long Beach,2023-03-13,0.755,22.8,28,medium
USOAK,Oakland,2023-03-13,0.649,16.2,24,low
USSEA,Seattle,2023-03-13,0.606,9.8,20,low
USLAX,Los Angeles,2023-03-14,0.774,24.2,26,medium
USLGB,Long Beach,2023-03-14,0.728,20.8,24,medium
USOAK,Oakland,2023-03-14,0.589,8.7,25,low
USSEA,Seattle,2023-03-14,0.509,0.7,23,low
USLAX,Los Angeles,2023-03-15,0.784,24.8,35,medium
USLGB,Long Beach,2023-03-15,0.775,30.4,29,medium
USOAK,Oakland,2023-03-15,0.586,9.0,26,low
USSEA,Seattle,2023-03-15,0.619,10.5,23,low
USLAX,Los Angeles,2023-03-16,0.847,41.6,29,medium
USLGB,Long Beach,2023-03-16,0.671,15.0,27,low
USOAK,Oakland,2023-03-16,0.569,8.0,26,low
USSEA,Seattle,2023-03-16,0.55,4.1,20,low
USLAX,Los Angeles,2023-03-17,0.783,29.9,30,medium
USLGB,Long Beach,2023-03-17,0.804,32.9,29,medium
USOAK,Oakland,2023-03-17,0.52,2.1,16,low
USSEA,Seattle,2023-03-17,0.586,8.5,24,low
USLAX,Los Angeles,2023-03-18,0.682,21.7,24,low
USLGB,Long Beach,2023-03-18,0.687,15.7,25,low
USOAK,Oakland,2023-03-18,0.575,8.4,23,low
USSEA,Seattle,2023-03-18,0.604,11.2,20,low
USLAX,Los Angeles,2023-03-19,0.851,36.3,29,high
USLGB,Long Beach,2023-03-19,0.714,25.7,27,medium
USOAK,Oakland,2023-03-19,0.626,13.5,22,low
USSEA,Seattle,2023-03-19,0.524,2.8,21,low
USLAX,Los Angeles,2023-03-20,0.805,27.7,32,medium
USLGB,Long Beach,2023-03-20,0.639,12.4,23,low
USOAK,Oakland,2023-03-20,0.676,17.7,28,low
USSEA,Seattle,2023-03-20,0.546,4.5,20,low
USLAX,Los Angeles,2023-03-21,0.764,28.1,35,medium
USLGB,Long Beach,2023-03-21,0.663,13.7,25,low
USOAK,Oakland,2023-03-21,0.672,14.9,26,low
USSEA,Seattle,2023-03-21,0.523,2.7,18,low
USLAX,Los Angeles,2023-03-22,0.718,18.9,29,medium
USLGB,Long Beach,2023-03-22,0.753,24.7,31,medium
USOAK,Oakland,2023-03-22,0.617,12.6,26,low
USSEA,Seattle,2023-03-22,0.546,4.1,23,low
USLAX,Los Angeles,2023-03-23,0.773,27.1,29,medium
USLGB,Long Beach,2023-03-23,0.603,12.1,21,low
USOAK,Oakland,2023-03-23,0.678,20.9,22,low
USSEA,Seattle,2023-03-23,0.538,3.4,22,low
USLAX,Los Angeles,2023-03-24,0.771,23.5,26,medium
USLGB,Long Beach,2023-03-24,0.658,16.4,28,low
USOAK,Oakland,2023-03-24,0.604,12.3,24,low
USSEA,Seattle,2023-03-24,0.491,0,21,low
USLAX,Los Angeles,2023-03-25,0.752,27.0,24,medium
USLGB,Long Beach,2023-03-25,0.732,24.8,28,medium
USOAK,Oakland,2023-03-25,0.52,1.9,22,low
USSEA,Seattle,2023-03-25,0.487,0,22,low
USLAX,Los Angeles,2023-03-26,0.75,27.9,32,medium
USLGB,Long Beach,2023-03-26,0.772,32.4,26,medium
USOAK,Oakland,2023-03-26,0.542,4.1,23,low
USSEA,Seattle,2023-03-26,0.611,9.2,19,low
USLAX,Los Angeles,2023-03-27,0.851,38.0,30,high
USLGB,Long Beach,2023-03-27,0.703,21.2,32,medium
USOAK,Oakland,2023-03-27,0.588,8.7,19,low
USSEA,Seattle,2023-03-27,0.611,10.9,20,low
USLAX,Los Angeles,2023-03-28,0.772,25.8,29,medium
USLGB,Long Beach,2023-03-28,0.737,26.2,23,medium
USOAK,Oakland,2023-03-28,0.558,5.3,21,low
USSEA,Seattle,2023-03-28,0.541,3.8,17,low
USLAX,Los Angeles,2023-03-29,0.663,17.8,26,low
USLGB,Long Beach,2023-03-29,0.678,15.5,27,low
USOAK,Oakland,2023-03-29,0.533,2.8,21,low
USSEA,Seattle,2023-03-29,0.615,10.8,24,low
USLAX,Los Angeles,2023-03-30,0.776,32.3,36,medium
USLGB,Long Beach,2023-03-30,0.791,32.8,32,medium
USOAK,Oakland,2023-03-30,0.517,1.6,16,low
USSEA,Seattle,2023-03-30,0.568,7.4,25,low
USLAX,Los Angeles,2023-03-31,0.66,16.1,28,low
USLGB,Long Beach,2023-03-31,0.666,17.5,24,low
USOAK,Oakland,2023-03-31,0.582,7.2,25,low
USSEA,Seattle,2023-03-31,0.587,9.5,19,low
USLAX,Los Angeles,2023-04-01,0.859,42.8,35,high
USLGB,Long Beach,2023-04-01,0.669,15.0,31,low
USOAK,Oakland,2023-04-01,0.56,6.7,23,low
USSEA,Seattle,2023-04-01,0.577,8.3,24,low
USLAX,Los Angeles,2023-04-02,0.781,28.1,31,medium
USLGB,Long Beach,2023-04-02,0.642,13.7,28,low
USOAK,Oakland,2023-04-02,0.562,7.2,19,low
USSEA,Seattle,2023-04-02,0.612,10.7,19,low
USLAX,Los Angeles,2023-04-03,0.824,35.8,35,medium
USLGB,Long Beach,2023-04-03,0.739,20.0,30,medium
USOAK,Oakland,2023-04-03,0.585,8.2,20,low
USSEA,Seattle,2023-04-03,0.472,0,19,low
USLAX,Los Angeles,2023-04-04,0.751,20.9,30,medium
USLGB,Long Beach,2023-04-04,0.681,14.6,28,low
USOAK,Oakland,2023-04-04,0.54,4.2,23,low
USSEA,Seattle,2023-04-04,0.625,10.1,25,low
USLAX,Los Angeles,2023-04-05,0.815,30.1,32,medium
USLGB,Long Beach,2023-04-05,0.636,15.8,24,low
USOAK,Oakland,2023-04-05,0.64,12.6,25,low
USSEA,Seattle,2023-04-05,0.585,7.5,19,low
USLAX,Los Angeles,2023-04-06,0.652,12.4,26,low
USLGB,Long Beach,2023-04-06,0.691,20.5,27,low
USOAK,Oakland,2023-04-06,0.554,4.7,21,low
USSEA,Seattle,2023-04-06,0.573,8.2,26,low
USLAX,Los Angeles,2023-04-07,0.834,38.8,29,medium
USLGB,Long Beach,2023-04-07,0.747,20.4,32,medium
USOAK,Oakland,2023-04-07,0.633,12.8,25,low
USSEA,Seattle,2023-04-07,0.545,4.3,24,low
USLAX,Los Angeles,2023-04-08,0.707,18.4,25,medium
USLGB,Long Beach,2023-04-08,0.758,28.8,32,medium
USOAK,Oakland,2023-04-08,0.574,7.3,26,low
USSEA,Seattle,2023-04-08,0.617,13.3,28,low
USLAX,Los Angeles,2023-04-09,0.814,31.7,29,medium
USLGB,Long Beach,2023-04-09,0.638,14.7,24,low
USOAK,Oakland,2023-04-09,0.528,2.6,17,low
USSEA,Seattle,2023-04-09,0.559,6.0,24,low
USLAX,Los Angeles,2023-04-10,0.834,39.7,27,medium
USLGB,Long Beach,2023-04-10,0.714,19.2,25,medium
USOAK,Oakland,2023-04-10,0.643,15.4,27,low
USSEA,Seattle,2023-04-10,0.508,0.9,19,low
USLAX,Los Angeles,2023-04-11,0.647,15.3,26,low
USLGB,Long Beach,2023-04-11,0.614,10.0,27,low
USOAK,Oakland,2023-04-11,0.521,2.5,21,low
USSEA,Seattle,2023-04-11,0.478,0,19,low
USLAX,Los Angeles,2023-04-12,0.768,26.4,31,medium
USLGB,Long Beach,2023-04-12,0.759,24.0,31,medium
USOAK,Oakland,2023-04-12,0.545,3.8,18,low
USSEA,Seattle,2023-04-12,0.5,0.0,17,low
USLAX,Los Angeles,2023-04-13,0.747,25.4,30,medium
USLGB,Long Beach,2023-04-13,0.776,23.3,35,medium
USOAK,Oakland,2023-04-13,0.65,13.2,29,low
USSEA,Seattle,2023-04-13,0.569,6.8,18,low
USLAX,Los Angeles,2023-04-14,0.807,32.0,32,medium
USLGB,Long Beach,2023-04-14,0.632,13.2,25,low
USOAK,Oakland,2023-04-14,0.681,16.7,31,low
USSEA,Seattle,2023-04-14,0.509,0.8,20,low
USLAX,Los Angeles,2023-04-15,0.86,37.2,28,high
USLGB,Long Beach,2023-04-15,0.607,10.0,24,low
USOAK,Oakland,2023-04-15,0.589,8.1,23,low
USSEA,Seattle,2023-04-15,0.613,9.4,29,low
USLAX,Los Angeles,2023-04-16,0.802,34.2,36,medium
USLGB,Long Beach,2023-04-16,0.719,22.5,29,medium
USOAK,Oakland,2023-04-16,0.589,8.3,23,low
USSEA,Seattle,2023-04-16,0.577,7.8,25,low
USLAX,Los Angeles,2023-04-17,0.793,25.1,35,medium
USLGB,Long Beach,2023-04-17,0.778,30.0,34,medium
USOAK,Oakland,2023-04-17,0.682,17.2,30,low
USSEA,Seattle,2023-04-17,0.591,8.0,21,low
USLAX,Los Angeles,2023-04-18,0.689,17.8,24,low
USLGB,Long Beach,2023-04-18,0.799,27.0,33,medium
USOAK,Oakland,2023-04-18,0.678,15.2,28,low
USSEA,Seattle,2023-04-18,0.538,4.3,24,low
USLAX,Los Angeles,2023-04-19,0.825,26.8,39,medium
USLGB,Long Beach,2023-04-19,0.673,17.8,32,low
USOAK,Oakland,2023-04-19,0.683,21.0,25,low
USSEA,Seattle,2023-04-19,0.556,5.1,20,low
USLAX,Los Angeles,2023-04-20,0.653,12.7,21,low
USLGB,Long Beach,2023-04-20,0.712,17.9,24,medium
USOAK,Oakland,2023-04-20,0.602,11.7,24,low
USSEA,Seattle,2023-04-20,0.545,4.7,19,low
USLAX,Los Angeles,2023-04-21,0.654,16.5,29,low
USLGB,Long Beach,2023-04-21,0.693,22.3,33,low
USOAK,Oakland,2023-04-21,0.537,3.5,18,low
USSEA,Seattle,2023-04-21,0.562,6.1,25,low
USLAX,Los Angeles,2023-04-22,0.82,36.8,26,medium
USLGB,Long Beach,2023-04-22,0.797,32.5,36,medium
USOAK,Oakland,2023-04-22,0.518,2.1,18,low
USSEA,Seattle,2023-04-22,0.469,0,16,low
USLAX,Los Angeles,2023-04-23,0.743,19.8,30,medium
USLGB,Long Beach,2023-04-23,0.639,15.2,23,low
USOAK,Oakland,2023-04-23,0.621,13.7,24,low
USSEA,Seattle,2023-04-23,0.496,0,17,low
USLAX,Los Angeles,2023-04-24,0.82,34.1,31,medium
USLGB,Long Beach,2023-04-24,0.789,32.2,25,medium
USOAK,Oakland,2023-04-24,0.547,4.5,20,low
USSEA,Seattle,2023-04-24,0.606,11.2,19,low
USLAX,Los Angeles,2023-04-25,0.643,11.6,25,low
USLGB,Long Beach,2023-04-25,0.749,21.4,28,medium
USOAK,Oakland,2023-04-25,0.607,11.8,26,low
USSEA,Seattle,2023-04-25,0.496,0,18,low
USLAX,Los Angeles,2023-04-26,0.688,18.2,22,low
USLGB,Long Beach,2023-04-26,0.798,29.4,30,medium
USOAK,Oakland,2023-04-26,0.672,16.8,30,low
USSEA,Seattle,2023-04-26,0.601,8.1,23,low
USLAX,Los Angeles,2023-04-27,0.84,30.7,31,medium
